Profile Name,Company Name,Experience,Apply By,Skills Required,Salary,Page,URL,Timestamp,City
Associate Accountant,Mantry Jarecha & Co,1 year(s),Not Found,"Accounting, GST, Tally, Taxation, Informal dress code","₹ 2,00,000 - 2,14,500",1,https://internshala.com/job/detail/associate-accountant-job-in-ahmedabad-at-mantry-jarecha-co1745380605,01-05-2025 11:13,Ahmedabad
Business Development Manager,Greenfield Resources Private Limited,1 year(s),Not Found,"Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Sales, Social Media Marketing, Informal dress code, Health Insurance","₹ 2,00,000 - 3,00,000",1,https://internshala.com/job/detail/business-development-manager-job-in-ahmedabad-at-greenfield-resources-private-limited1744888871,01-05-2025 11:14,Ahmedabad
E-commerce Marketplace Senior Executive,SuperDesk E-Thrust Services Private Limited,1 year(s),Not Found,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel","₹ 2,00,000 - 2,40,000",1,https://internshala.com/job/detail/e-commerce-marketplace-senior-executive-job-in-ahmedabad-at-superdesk-e-thrust-services-private-limited1744199177,01-05-2025 11:14,Ahmedabad
Junior Account Executive,Synchron Global One Source Private Limited,1 year(s),Not Found,"Accounting, MS-Excel, MS-Word, Tally, Informal dress code, 5 days a week, Free snacks & beverages, Health Insurance","₹ 2,64,000 - 3,00,000",1,https://internshala.com/job/detail/junior-account-executive-job-in-ahmedabad-at-synchron-global-one-source-private-limited1745844883,01-05-2025 11:14,Ahmedabad
International Business Development Executive,Diasimos Private Limited,1 year(s),Not Found,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Marketing, Marketing Strategies, Presentation skills, Sales, Informal dress code","₹ 2,16,000 - 3,30,000",1,https://internshala.com/job/detail/international-business-development-executive-job-in-ahmedabad-at-diasimos-private-limited1745914776,01-05-2025 11:14,Ahmedabad
Video Editor,Xvantage Infotech,1 year(s),Not Found,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Creativity, English Proficiency (Written), Final Cut Pro, Video Editing, Video Making, Informal dress code, 5 days a week, Free snacks & beverages","₹ 2,00,000 - 4,00,000",1,https://internshala.com/job/detail/video-editor-job-in-multiple-locations-at-xvantage-infotech1745904370,01-05-2025 11:14,Ahmedabad
Telecaller,Growthify JurisAI Private Limited,0 year(s),Not Found,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Lead Generation, MS-Excel, Negotiation, Problem Solving",Not Mentioned,1,https://internshala.com/job/detail/fresher-telecaller-job-in-ahmedabad-at-growthify-jurisai-private-limited1745843774,01-05-2025 11:14,Ahmedabad
Account Assistant,Saharan And Co,0 year(s),Not Found,Accounting,"₹ 2,00,000 - 2,10,000",1,https://internshala.com/job/detail/fresher-account-assistant-job-in-ahmedabad-at-saharan-and-co1745494898,01-05-2025 11:14,Ahmedabad
Computer Operator,Yuvii Consultancy Private Limited,0 year(s),Not Found,"MS-Excel, MS-Word, Informal dress code, 5 days a week, Health Insurance","₹ 2,00,000 - 2,40,000",1,https://internshala.com/job/detail/fresher-computer-operator-job-in-ahmedabad-at-yuvii-consultancy-private-limited1745914715,01-05-2025 11:14,Ahmedabad
Junior Interior Designer,TanuShree Designs,0 year(s),Not Found,"AutoCAD, Google SketchUp","₹ 2,16,000 - 2,40,000",1,https://internshala.com/job/detail/fresher-junior-interior-designer-job-in-ahmedabad-at-tanushree-designs1741248593,01-05-2025 11:14,Ahmedabad
Associate Video Editor,Best Tours & Forex Pvt Ltd.,1 year(s),Not Found,"Adobe Photoshop, Adobe Premiere Pro, Video Editing, Video Making, Free snacks & beverages",Not Mentioned,1,https://internshala.com/job/detail/associate-video-editor-job-in-ahmedabad-at-avani-upadhyay1745914546,01-05-2025 11:14,Ahmedabad
Customer Service Executive,Hemens Business Solution,0 year(s),Not Found,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Teamwork, 5 days a week","₹ 2,00,000 - 2,25,000",1,https://internshala.com/job/detail/fresher-customer-service-executive-job-in-ahmedabad-at-hemens-business-solution1745995290,01-05-2025 11:14,Ahmedabad
Telecaller,H2O AUTO CARE SOLUTIONS,1 year(s),Not Found,"Effective Communication, MS-Excel, Informal dress code","₹ 2,16,000 - 2,64,000",1,https://internshala.com/job/detail/telecaller-job-in-ahmedabad-at-h2o-carzspa1745402928,01-05-2025 11:14,Ahmedabad
Visa Counsellor,Amin Migration,1 year(s),Not Found,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","₹ 2,00,000 - 6,00,000",1,https://internshala.com/job/detail/visa-counsellor-job-in-ahmedabad-at-amin-migration1743594056,01-05-2025 11:14,Ahmedabad
Senior Telecaller,APEX,1 year(s),Not Found,"English Proficiency (Spoken), MS-Excel, 5 days a week","₹ 6,00,000 - 15,00,000",1,https://internshala.com/job/detail/senior-telecaller-job-in-ahmedabad-at-apex1744260413,01-05-2025 11:14,Ahmedabad
Associate Lawyer,PKLPO,0 year(s),Not Found,"Legal Drafting, Legal Research","₹ 2,00,000 - 3,60,000",1,https://internshala.com/job/detail/fresher-associate-lawyer-job-in-ahmedabad-at-pklpo1744171815,01-05-2025 11:15,Ahmedabad
Client Relationship Executive,Limescreen Entertainment & Productions,1 year(s),Not Found,"Customer Support, Effective Communication, Problem Solving, Sales Strategy","₹ 2,12,000 - 2,55,000",1,https://internshala.com/job/detail/client-relationship-executive-job-in-ahmedabad-at-limescreen-entertainment-productions1745921794,01-05-2025 11:15,Ahmedabad
Client Relationhsip Manager,Limescreen Entertainment & Productions,1 year(s),Not Found,"Client Relationship Management (CRM), Conflict Management, Effective Communication, Interpersonal skills","₹ 3,00,000 - 4,80,000",1,https://internshala.com/job/detail/client-relationhsip-manager-job-in-ahmedabad-at-limescreen-entertainment-productions1745922232,01-05-2025 11:15,Ahmedabad
Junior Social Media Marketing Specialist,Bluestone Travels,0 year(s),Not Found,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","₹ 2,40,000 - 3,00,000",1,https://internshala.com/job/detail/fresher-junior-social-media-marketing-specialist-job-in-ahmedabad-at-bluestone-travels1743774072,01-05-2025 11:15,Ahmedabad
Field Operation Coordinator,Adwallz Outdoor Advertising Private Limited,0 year(s),Not Found,"Coordination, Effective Communication, Google Sheets, Leadership, MS-Excel","₹ 2,00,000 - 2,05,000",1,https://internshala.com/job/detail/fresher-field-operation-coordinator-job-in-multiple-locations-at-adwallz-outdoor-advertising-private-limited1745904176,01-05-2025 11:15,Ahmedabad
Senior Copywriter,Growthify JurisAI Private Limited,1 year(s),Not Found,"Adaptability, Attention to Detail, Content Writing, Copywriting, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Marketing, Search Engine Optimization (SEO), Social Media Marketing, Storytelling, Time Management","₹ 2,00,000 - 3,60,000",1,https://internshala.com/job/detail/senior-copywriter-job-in-ahmedabad-at-growthify-jurisai-private-limited1745468652,01-05-2025 11:15,Ahmedabad
Graduate Engineer Trainee (Business Development),PressureJet System Pvt Ltd,0 year(s),Not Found,"Client Interaction, Client Relationship, Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Lead Generation, Marketing, Negotiation, Sales, Free snacks & beverages","₹ 2,52,000 - 3,25,000",1,https://internshala.com/job/detail/fresher-graduate-engineer-trainee-business-development-job-in-ahmedabad-at-pressurejet-system-pvt-ltd1745334351,01-05-2025 11:15,Ahmedabad
Senior Operations Manager,Growthify JurisAI Private Limited,1 year(s),Not Found,"Adaptability, Analytical Thinking, Budget Management, Conflict Management, Decision making, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Leadership, MS-Office, Organizational Development, Planning, Problem Solving, Process Management, Resource Management, Risk Management, Team Management, Technical Analysis, Vendor Management, Vendor Negotiation","₹ 3,00,000 - 4,50,000",1,https://internshala.com/job/detail/senior-operations-manager-job-in-ahmedabad-at-growthify-jurisai-private-limited1745409865,01-05-2025 11:15,Ahmedabad
Lawyer,Growthify JurisAI Private Limited,1 year(s),Not Found,"Client Relationship Management (CRM), Effective Communication, Leadership, Legal Drafting, Legal Research, Legal Writing, MS-Office, MS-Word, Project Management, Requirements Gathering, Self-learning, Statutory compliances, Team Management","₹ 2,00,000 - 3,00,000",1,https://internshala.com/job/detail/lawyer-job-in-ahmedabad-at-growthify-jurisai-private-limited1745404244,01-05-2025 11:15,Ahmedabad
Installation And Support Engineer,RapidRadio Solutions Pvt. Ltd.,1 year(s),Not Found,"Configuration Management, LAN, Networking, SQL, Troubleshooting, WAN, Informal dress code, Health Insurance","₹ 2,00,000 - 2,20,000",1,https://internshala.com/job/detail/installation-and-support-engineer-job-in-ahmedabad-at-rapidradio-solutions-pvt-ltd1744720983,01-05-2025 11:15,Ahmedabad
Senior Graphic Designer,Growthify JurisAI Private Limited,1 year(s),Not Found,"Adaptability, Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Attention to Detail, Branding, Color Theory, CorelDRAW, Creative Thinking, Effective Communication, Image Editing, Time Management, Typography, UI & UX Design, Video Editing","₹ 2,00,000 - 3,00,000",1,https://internshala.com/job/detail/senior-graphic-designer-job-in-ahmedabad-at-growthify-jurisai-private-limited1745468763,01-05-2025 11:15,Ahmedabad
Telesales Executive,Orical Technology LLP,0 year(s),Not Found,"Effective Communication, Negotiation","₹ 2,03,000 - 2,43,000",1,https://internshala.com/job/detail/fresher-telesales-executive-job-in-ahmedabad-at-orical-technology-llp1743825003,01-05-2025 11:15,Ahmedabad
Research Engineer (Chemicals & Materials),ATSC,0 year(s),Not Found,"Chemistry, Material Management, Research and Analytics, Informal dress code","₹ 2,20,000 - 2,40,000",1,https://internshala.com/job/detail/fresher-research-engineer-chemicals-materials-job-in-ahmedabad-at-atsc1744197752,01-05-2025 11:15,Ahmedabad
AI & Robotics Trainer,STEMpedia,1 year(s),Not Found,"Google Suite (G Suite), MS-Office, Online Teaching, Python, Robotics, Teaching, Informal dress code, Health Insurance","₹ 2,50,000 - 3,84,000",1,https://internshala.com/job/detail/ai-robotics-trainer-job-in-multiple-locations-at-stempedia1745928708,01-05-2025 11:16,Ahmedabad
Field Sales Executive (Software Sales),USthaan Integrated Solutions Private Limited,1 year(s),Not Found,"Effective Communication, Marketing, Negotiation, Sales, Health Insurance, Life Insurance","₹ 2,00,000 - 4,00,000",1,https://internshala.com/job/detail/fresher-field-sales-executive-job-in-multiple-locations-at-usthaan-integrated-solutions-private-limited1744264113,01-05-2025 11:16,Ahmedabad
Technical Support Executive,STEMpedia,0 year(s),Not Found,"MS-Office, Python, Informal dress code","₹ 2,40,000 - 2,65,000",1,https://internshala.com/job/detail/fresher-technical-support-executive-job-in-ahmedabad-at-stempedia1743677046,01-05-2025 11:16,Ahmedabad
Assistant Manager (HR And Operations),Innovation And Automation,1 year(s),Not Found,"Document Management, Effective Communication, Employee Relations, Employment engagement, MIS, MS-Office, Onboarding, Recruitment, Report Generation, Training and Development","₹ 2,16,000 - 3,00,000",1,https://internshala.com/job/detail/assistant-manager-hr-and-operations-job-in-ahmedabad-at-innovation-and-automation1744266683,01-05-2025 11:16,Ahmedabad
Delivery Executive,Intugine Technologies Private Limited,0 year(s),Not Found,"Effective Communication, Informal dress code","₹ 2,00,000 - 3,00,000",1,https://internshala.com/job/detail/fresher-delivery-executive-job-in-multiple-locations-at-intugine-technologies-private-limited1745153660,01-05-2025 11:16,Ahmedabad
Digital Marketing Specialist,REGENTA CENTRAL ANTARIM,0 year(s),Not Found,"Digital Marketing, Instagram Marketing, Social Media Marketing, Informal dress code, 5 days a week, Free snacks & beverages, Health Insurance","₹ 4,50,000 - 7,50,000",1,https://internshala.com/job/detail/fresher-digital-marketing-specialist-job-in-multiple-locations-at-regenta-central-antarim1743676635,01-05-2025 11:16,Ahmedabad
Administration Manager,Navkar Trade,1 year(s),Not Found,"English Proficiency (Spoken), MS-Excel, MS-Office, MS-Word","₹ 2,20,000 - 3,00,000",1,https://internshala.com/job/detail/administration-manager-job-in-ahmedabad-at-navkar-trade1746023624,01-05-2025 11:16,Ahmedabad
HR Executive,Infotree Global Solutions,1 year(s),Not Found,"Document Management, Onboarding, Recruitment, Training and Development","₹ 5,00,000 - 7,60,000",1,https://internshala.com/job/detail/hr-executive-job-in-ahmedabad-at-infotree-global-solutions1746019348,01-05-2025 11:16,Ahmedabad
Sales Coordinator,Rushil Decor Ltd.,1 year(s),Not Found,"Coordination, Customer Support, Data Preparation, Effective Communication","₹ 2,00,000 - 3,50,000",1,https://internshala.com/job/detail/sales-coordinator-job-in-ahmedabad-at-rushil-decor-ltd1746018340,01-05-2025 11:16,Ahmedabad
Content Writer,AddWeb Solution Private Limited,0 year(s),Not Found,"Creative Writing, Digital Marketing, Effective Communication, English Proficiency (Spoken), Informal dress code, 5 days a week, Health Insurance",Not Mentioned,1,https://internshala.com/job/detail/fresher-content-writer-job-in-ahmedabad-at-addweb-solution-private-limited1746016265,01-05-2025 11:16,Ahmedabad
Telecaller,Key Carrier Management Service Private Limited,0 year(s),Not Found,"Computer skills, English Proficiency (Spoken), Gujarati Proficiency (Spoken), Hindi Proficiency (Spoken), Health Insurance","₹ 2,01,000 - 4,20,000",1,https://internshala.com/job/detail/fresher-telecaller-job-in-ahmedabad-at-key-carrier-management-service-private-limited1746013566,01-05-2025 11:16,Ahmedabad
Interior Designer,U&I Interiors Private Limited,1 year(s),Not Found,"AutoCAD, Google SketchUp","₹ 2,00,000 - 3,00,000",1,https://internshala.com/job/detail/part-time-interior-designer-job-in-ahmedabad-at-u-i-interiors-private-limited1745997411,01-05-2025 11:16,Ahmedabad
Administration Executive,Arcedior International Private Limited,0 year(s),Not Found,"Data entry, English Proficiency (Spoken), English Proficiency (Written), MS-Office","₹ 2,16,000 - 3,00,000",1,https://internshala.com/job/detail/fresher-administration-executive-job-in-ahmedabad-at-arcedior-international-private-limited1745997291,01-05-2025 11:16,Ahmedabad
Junior Software Developer,Techpreet Vistar,1 year(s),Not Found,"Django, Django Rest Framework, FastAPI, Flask, JavaScript, Python, 5 days a week, Free snacks & beverages","₹ 2,80,000 - 5,30,000",1,https://internshala.com/job/detail/junior-software-developer-job-in-ahmedabad-at-nirmal-popat1745987668,01-05-2025 11:17,Ahmedabad
Business Development Executive,InnovateGreen Technologies Private Limited,1 year(s),Not Found,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics, Social Media Marketing, Informal dress code, Free snacks & beverages","₹ 3,50,000 - 8,60,000",1,https://internshala.com/job/detail/business-development-executive-job-in-ahmedabad-at-innovategreen-technologies-private-limited1745947641,01-05-2025 11:17,Ahmedabad
Associate Interior Designer,TanuShree Designs,1 year(s),Not Found,"AutoCAD, Informal dress code","₹ 2,24,000 - 3,36,000",1,https://internshala.com/job/detail/associate-interior-designer-job-in-multiple-locations-at-tanushree-designs1745947230,01-05-2025 11:17,Ahmedabad
Audit And Tax Assistant,Nitin K Shah & Co.,1 year(s),Not Found,"MS-Office, Tally, Taxation","₹ 2,00,000 - 2,50,000",1,https://internshala.com/job/detail/audit-and-tax-assistant-job-in-ahmedabad-at-nitin-k-shah-co1745945379,01-05-2025 11:17,Ahmedabad
iOS App Developer,Brainvire Infotech Private Limited,0 year(s),Not Found,"iOS, Objective C, Swift, Xcode, Free snacks & beverages, Health Insurance","₹ 2,00,000 - 3,00,000",1,https://internshala.com/job/detail/fresher-ios-app-developer-job-in-ahmedabad-at-brainvire-infotech-private-limited1745926548,01-05-2025 11:17,Ahmedabad
Junior Software Developer,Techpreet Vistar,1 year(s),Not Found,"Django, Django Rest Framework, FastAPI, Flask, JavaScript, Python, 5 days a week, Free snacks & beverages","₹ 2,80,000 - 5,30,000",2,https://internshala.com/job/detail/junior-software-developer-job-in-ahmedabad-at-nirmal-popat1745987668,01-05-2025 11:17,Ahmedabad
Business Development Executive,InnovateGreen Technologies Private Limited,1 year(s),Not Found,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics, Social Media Marketing, Informal dress code, Free snacks & beverages","₹ 3,50,000 - 8,60,000",2,https://internshala.com/job/detail/business-development-executive-job-in-ahmedabad-at-innovategreen-technologies-private-limited1745947641,01-05-2025 11:17,Ahmedabad
Associate Interior Designer,TanuShree Designs,1 year(s),Not Found,"AutoCAD, Informal dress code","₹ 2,24,000 - 3,36,000",2,https://internshala.com/job/detail/associate-interior-designer-job-in-multiple-locations-at-tanushree-designs1745947230,01-05-2025 11:17,Ahmedabad
Audit And Tax Assistant,Nitin K Shah & Co.,1 year(s),Not Found,"MS-Office, Tally, Taxation","₹ 2,00,000 - 2,50,000",2,https://internshala.com/job/detail/audit-and-tax-assistant-job-in-ahmedabad-at-nitin-k-shah-co1745945379,01-05-2025 11:17,Ahmedabad
iOS App Developer,Brainvire Infotech Private Limited,0 year(s),Not Found,"iOS, Objective C, Swift, Xcode, Free snacks & beverages, Health Insurance","₹ 2,00,000 - 3,00,000",2,https://internshala.com/job/detail/fresher-ios-app-developer-job-in-ahmedabad-at-brainvire-infotech-private-limited1745926548,01-05-2025 11:18,Ahmedabad
Senior Java Developer,Qpaix Infitech Private Limited,1 year(s),Not Found,"Hibernate ORM(Java), J2EE, Java, JSP, MySQL, Spring MVC","₹ 3,00,000 - 9,00,000",2,https://internshala.com/job/detail/senior-java-developer-job-in-ahmedabad-at-qpaix-infitech-private-limited1745918475,01-05-2025 11:18,Ahmedabad
Corporate Sales Executive,Tender Detail,1 year(s),Not Found,"Cold Calling, Marketing, Procurement, Sales","₹ 2,16,000 - 4,20,000",2,https://internshala.com/job/detail/corporate-sales-executive-job-in-ahmedabad-at-tender-detail1745915352,01-05-2025 11:18,Ahmedabad
Telecaller,Azure Knowledge Corporation,0 year(s),Not Found,"Gujarati Proficiency (Spoken), Hindi Proficiency (Spoken)","₹ 2,00,000 - 2,05,000",2,https://internshala.com/job/detail/fresher-telecaller-job-in-ahmedabad-at-azure-knowledge-corporation1745846435,01-05-2025 11:18,Ahmedabad
Graphic Designer,Brinda Pharma Technologies Private Limited,1 year(s),Not Found,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, CorelDRAW, UI & UX Design, Informal dress code, Cab/Transportation facility","₹ 2,00,000 - 2,50,000",2,https://internshala.com/job/detail/graphic-designer-job-in-ahmedabad-at-brinda-pharma-technologies-private-limited1745846130,01-05-2025 11:18,Ahmedabad
Junior Account Executive,Synchron Global One Source Private Limited,1 year(s),Not Found,"Accounting, MS-Excel, MS-Word, Tally, Informal dress code, 5 days a week, Free snacks & beverages, Health Insurance","₹ 2,64,000 - 3,00,000",2,https://internshala.com/job/detail/junior-account-executive-job-in-ahmedabad-at-synchron-global-one-source-private-limited1745844883,01-05-2025 11:18,Ahmedabad
Electrical Engineer,Innovation And Automation,0 year(s),Not Found,"AutoCAD, Circuit Design","₹ 2,50,000 - 3,25,000",2,https://internshala.com/job/detail/fresher-electrical-engineer-job-in-ahmedabad-at-innovation-and-automation1745746184,01-05-2025 11:18,Ahmedabad
PHP Developer,Lama Consultant,1 year(s),Not Found,"CSS3, HTML, JavaScript, jQuery, Laravel, MySQL, PHP, Shopify, WordPress",Not Mentioned,2,https://internshala.com/job/detail/php-developer-job-in-ahmedabad-at-lama-consultant1745671194,01-05-2025 11:18,Ahmedabad
Junior Social Media Marketing Specialist,Revny,1 year(s),Not Found,"Content Editing, Instagram Marketing, Social Media Marketing, Video Editing, Video Making, Informal dress code, 5 days a week",Not Mentioned,2,https://internshala.com/job/detail/junior-social-media-marketing-specialist-job-in-ahmedabad-at-revny1745669596,01-05-2025 11:18,Ahmedabad
Business Development Trainee,Egniol Campus,0 year(s),Not Found,"Business Development, Client Relationship Management (CRM), Computer skills, Effective Communication, Interpersonal skills, Sales","₹ 2,75,000 - 3,25,000",2,https://internshala.com/job/detail/fresher-business-development-trainee-job-in-ahmedabad-at-egniol-campus1745587212,01-05-2025 11:18,Ahmedabad
Senior MERN Stack Developer,Diasimos Private Limited,1 year(s),Not Found,"Express.js, MERN, MongoDB, Node.js, React, Informal dress code","₹ 3,50,000 - 4,50,000",2,https://internshala.com/job/detail/senior-mern-stack-developer-job-in-ahmedabad-at-diasimos-private-limited1745584736,01-05-2025 11:18,Ahmedabad
Associate Video Editor,Underground Movement LLP,0 year(s),Not Found,"Adobe After Effects, Adobe Premiere Pro, Video Editing, Informal dress code, 5 days a week, Free snacks & beverages","₹ 2,00,000 - 4,00,000",2,https://internshala.com/job/detail/fresher-associate-video-editor-job-in-ahmedabad-at-underground-movement-llp1745579480,01-05-2025 11:18,Ahmedabad
Motion Graphics Designer,Left Of Centre Marketing LLP,0 year(s),Not Found,"Animation, Motion Graphics, Informal dress code, 5 days a week, Free snacks & beverages","₹ 3,50,000 - 5,00,000",2,https://internshala.com/job/detail/fresher-motion-graphics-designer-job-in-ahmedabad-at-left-of-centre-marketing-llp1745579411,01-05-2025 11:19,Ahmedabad
Medical Content Writer,SwarnimTouch,1 year(s),Not Found,"Content Writing, Informal dress code","₹ 3,00,000 - 5,00,000",2,https://internshala.com/job/detail/medical-content-writer-job-in-ahmedabad-at-swarnimtouch1745576049,01-05-2025 11:19,Ahmedabad
Accounts Receivable Executive (US Healthcare),Techeir/Konseptrix Analytics Private Limited,0 year(s),Not Found,"American English, English Proficiency (Spoken), English Proficiency (Written), Informal dress code, 5 days a week, Free snacks & beverages, Cab/Transportation facility, Health Insurance, Life Insurance","₹ 3,00,000 - 5,00,000",2,https://internshala.com/job/detail/fresher-accounts-receivable-executive-us-healthcare-job-in-multiple-locations-at-techeir-konseptrix-analytics-private-limited1745573289,01-05-2025 11:19,Ahmedabad
Associate Accountant,GST Made Easy,1 year(s),Not Found,"Accounting, MS-Excel, Tally, Taxation, Free snacks & beverages","₹ 2,00,000 - 3,25,000",2,https://internshala.com/job/detail/associate-accountant-job-in-ahmedabad-at-gst-made-easy1745572984,01-05-2025 11:19,Ahmedabad
Business Development Executive,Sangeetha V,1 year(s),Not Found,"Business Development, Client Interaction, Client Relationship, Customer Acquisition, Customer Support, Digital Marketing, English Proficiency (Spoken), Marketing, MS-Excel, Sales, Social Media Marketing","₹ 4,00,000 - 9,00,000",2,https://internshala.com/job/detail/business-development-executive-job-in-multiple-locations-at-sangeetha-v1745563454,01-05-2025 11:19,Ahmedabad
Technical Sales Engineer,Shree Vijayvargiya Technologies Private Limited,0 year(s),Not Found,"Automation, Digital Electronics, Electrical Machines, PLC Programming, PLC SCADA","₹ 2,40,000 - 2,76,000",2,https://internshala.com/job/detail/fresher-technical-sales-engineer-job-in-ahmedabad-at-shree-vijayvargiya-technologies-private-limited1745560612,01-05-2025 11:19,Ahmedabad
Process Associate - Voice Services,Genpact,0 year(s),Not Found,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), 5 days a week","₹ 2,00,000 - 2,20,000",2,https://internshala.com/job/detail/fresher-process-associate-voice-services-job-in-multiple-locations-at-genpact1745557474,01-05-2025 11:19,Ahmedabad
Team Leader,Sense International India,1 year(s),Not Found,"Effective Communication, Interpersonal skills, MS-Excel, Health Insurance","₹ 2,05,000 - 3,80,000",2,https://internshala.com/job/detail/team-leader-job-in-ahmedabad-at-sense-international-india1745483477,01-05-2025 11:19,Ahmedabad
Field Sales Manager,Zenith Career Consultancy,1 year(s),Not Found,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Marketing, Pharmacovigilance, Sales Strategy, Health Insurance","₹ 12,00,000 - 15,00,000",2,https://internshala.com/job/detail/field-sales-manager-job-in-multiple-locations-at-zenith-career-consultancy1745476888,01-05-2025 11:19,Ahmedabad
Financial Analyst,Narendra B Shah And Associates,0 year(s),Not Found,"Accounting, Financial Analysis, MS-Excel","₹ 2,00,000 - 4,00,000",2,https://internshala.com/job/detail/fresher-financial-analyst-job-in-ahmedabad-at-narendra-b-shah-and-associates1745411566,01-05-2025 11:19,Ahmedabad
Operations Executive,Ridobiko,0 year(s),Not Found,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Informal dress code, Free snacks & beverages",Not Mentioned,2,https://internshala.com/job/detail/fresher-operations-executive-job-in-ahmedabad-at-ridobiko1745402994,01-05-2025 11:19,Ahmedabad
Senior Graphic Designer,Print On Click,1 year(s),Not Found,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Informal dress code","₹ 2,00,000 - 3,00,000",2,https://internshala.com/job/detail/senior-graphic-designer-job-in-ahmedabad-at-print-on-click1745401867,01-05-2025 11:19,Ahmedabad
Chess Coach,Dhyan Chess Academy,0 year(s),Not Found,"Effective Communication, Informal dress code","₹ 2,00,000 - 3,00,000",2,https://internshala.com/job/detail/fresher-chess-coach-job-in-ahmedabad-at-dhyan-chess-academy1745398442,01-05-2025 11:20,Ahmedabad
Junior Talent Acquisition Associate,Riddhi Corporate Services Private Limited,1 year(s),Not Found,Recruitment,"₹ 2,00,000 - 4,00,000",2,https://internshala.com/job/detail/junior-talent-acquisition-associate-job-in-ahmedabad-at-riddhi-corporate-services-private-limited1745390065,01-05-2025 11:20,Ahmedabad
Store Keeper,FLUID POWER ENGINEERS,0 year(s),Not Found,Computer skills,"₹ 2,00,000 - 2,01,000",2,https://internshala.com/job/detail/fresher-store-keeper-job-in-ahmedabad-at-fluid-power-engineers1745386579,01-05-2025 11:20,Ahmedabad
Export Marketing Assistant,Seven Seas Global Pvt Ltd,0 year(s),Not Found,"Effective Communication, Internet, MS-Excel, Informal dress code",Not Mentioned,2,https://internshala.com/job/detail/fresher-export-marketing-assistant-job-in-ahmedabad-at-seven-seas-global-pvt-ltd1745333242,01-05-2025 11:20,Ahmedabad
Junior Search Engine Optimization (SEO) Specialist,BitWise Ventures Private Limited,1 year(s),Not Found,"Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), YouTube Ads, Informal dress code, 5 days a week, Free snacks & beverages","₹ 2,10,000 - 2,40,000",2,https://internshala.com/job/detail/junior-search-engine-optimization-seo-specialist-job-in-ahmedabad-at-bitwise-ventures-private-limited1745323466,01-05-2025 11:20,Ahmedabad
Business Development Executive,Hiring Heads Consultancy,0 year(s),Not Found,"Effective Communication, Email Marketing, English Proficiency (Spoken)","₹ 2,00,000 - 4,00,000",2,https://internshala.com/job/detail/fresher-business-development-executive-job-in-ahmedabad-at-hiring-heads-consultancy1745322311,01-05-2025 11:20,Ahmedabad
.NET Developer,Avidclan Technologies,1 year(s),Not Found,".NET, ASP.NET, C#, C#.NET, CSS, HTML, JavaScript, MS SQL Server, SQL, Informal dress code, 5 days a week, Health Insurance","₹ 3,00,000 - 7,50,000",2,https://internshala.com/job/detail/net-developer-job-in-ahmedabad-at-avidclan-technologies1745318100,01-05-2025 11:20,Ahmedabad
Customer Service Executive,Azure Knowledge Corporation,0 year(s),Not Found,"Gujarati Proficiency (Spoken), Hindi Proficiency (Spoken), Informal dress code","₹ 2,00,001 - 2,12,001",2,https://internshala.com/job/detail/fresher-customer-service-executive-job-in-ahmedabad-at-azure-knowledge-corporation1745317944,01-05-2025 11:20,Ahmedabad
Human Resources (HR) Executive,JSTECHNO Solutions Private Limited,0 year(s),Not Found,"Computer skills, English Proficiency (Written), MS-Office, Recruitment, 5 days a week","₹ 2,00,000 - 4,00,000",2,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-ahmedabad-at-jstechno-solutions-private-limited1745240026,01-05-2025 11:21,Ahmedabad
